Work ID,File Name,Work Agent,Work Title,Work Type,Work Material,Work Description,Work Measurements,Work Date,Work Location,GPSLatitude,GPSLongitude,Image Relation,Image Title,Image Work Type,Work Location Creation,Work Cultural Context,Work Style Period,Work Location Site,Collection,Image Rights,Image Source,Image URL,Title,Creator,Subject,Description,Publisher,Contributor,Coverage,Date,Type,Format,Copyright Notice,Source,Language,Relation,Identifier
1758,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Cigarrillo-olvidado-1758-00.jpg,"Alvarez Parisi, Felipe",Cigarrillo olvidado,,Oleo sobre tela,"Un cigarrillo olvidado en un cenicero, caja de fósforos, celular y plato con cuchillo y comida",24.5 cm x 37 cm (irregular),2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1758",-34599,-58380,"[imageOf 1758, RAC Database]",Cigarrillo olvidado,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Cigarrillo-olvidado-1758-00.jpg,,,,,,,,,,,,,,,
1659,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Empezando-la-coleccion-1659-00.jpg,"Alvarez Parisi, Felipe",Empezando la colección,,Oleo sobre tela,"Un piano, cuadros, mesita redonda con objetos",19 cm x 25 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1659",-34599,-58380,"[imageOf 1659, RAC Database]",Empezando la colección,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Empezando-la-coleccion-1659-00.jpg,,,,,,,,,,,,,,,
1800,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-I-1800-00.jpg,"Alvarez Parisi, Felipe",Interiores I,,Oleo sobre tela,Interiores de ambientes,approximately 26 cm x 28 cm. (irregular dimensions),2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1800",-34599,-58380,"[imageOf 1800, RAC Database]",Interiores I,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-I-1800-00.jpg,,,,,,,,,,,,,,,
1801,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-II-1801-00.jpg,"Alvarez Parisi, Felipe",Interiores II,,Oleo sobre tela,Interiores de ambientes,approximately 20 cm x 23 cm (irregular dimensions),2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1801",-34599,-58380,"[imageOf 1801, RAC Database]",Interiores II,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-II-1801-00.jpg,,,,,,,,,,,,,,,
1802,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-III-1802-00.jpg,"Alvarez Parisi, Felipe",Interiores III,,Oleo sobre tela,Interiores de ambientes,approximately 25 cm x 16.5 cm (irregular),2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1802",-34599,-58380,"[imageOf 1802, RAC Database]",Interiores III,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-III-1802-00.jpg,,,,,,,,,,,,,,,
1803,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-IV-1803-00.jpg,"Alvarez Parisi, Felipe",Interiores IV,,Oleo sobre tela,Interiores de ambientes,approximately 17.5 cm x 22 cm. (irregular),2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1803",-34599,-58380,"[imageOf 1803, RAC Database]",Interiores IV,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Interiores-IV-1803-00.jpg,,,,,,,,,,,,,,,
1660,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Mi-primer-sueno-1660-00.jpg,"Alvarez Parisi, Felipe",Mi primer sueño,,Oleo sobre tela,Cancha de tenis con pelotas y fogata,41 cm x 60 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1660",-34599,-58380,"[imageOf 1660, RAC Database]",Mi primer sueño,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Mi-primer-sueno-1660-00.jpg,,,,,,,,,,,,,,,
1901,AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Sube-1901-00.jpg,"Alvarez Parisi, Felipe",Sube,,Acrílico sobre tapa de libro,Una tarjeta de “SUBE”,17 cm x 11.5 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1901",-34599,-58380,"[imageOf 1901, RAC Database]",Sube,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Parisi-Felipe-Sube-1901-00.jpg,,,,,,,,,,,,,,,
1563,AR-MA-Bruzzone-Alvarez-Premio-a-la-Espera-1563-00.jpg,"Alvarez, Beto",Premio a la Espera,,"Escultura. Chapa de bronce repujada, tallada y soldada",Una mano,20 cm x 10 cm x 3.5 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1563",-34599,-58380,"[imageOf 1563, RAC Database]",Premio a la Espera,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvarez-Premio-a-la-Espera-1563-00.jpg,,,,,,,,,,,,,,,
1772,AR-MA-Bruzzone-Alvez-Andres-S-Caida-Libre-1772-00.jpg,"Alvez, Andrés S",Caída Libre,,Acrílico sobre durlock,"Paisaje de montañas, lago y rocas",142 cm x 57 cm,2016 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1772",-34599,-58380,"[imageOf 1772, RAC Database]",Caída Libre,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alvez-Andres-S-Caida-Libre-1772-00.jpg,,,,,,,,,,,,,,,
117,AR-MA-Bruzzone-Alzetta-Duendes-0117-00.jpg,"Alzetta, Marcelo",Sin título. Duendes,,Oleo sobre panel,Un personaje y un duende trepados a un árbol; el duende con ramas en lugar de brazos,51 cm x 74.5 cm,2002 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 117",-34599,-58380,"[imageOf 117, RAC Database]",Sin título. Duendes,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alzetta-Duendes-0117-00.jpg,,,,,,,,,,,,,,,
116,AR-MA-Bruzzone-Alzetta-Llego-la-ciguena-0116-00.jpg,"Alzetta, Marcelo",Sin título. Llegó la cigüeña,,Oleo sobre panel,Cigüeña llevando un bebé con el pico,52 cm x 69.5 cm,2002 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 116",-34599,-58380,"[imageOf 116, RAC Database]",Sin título. Llegó la cigüeña,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alzetta-Llego-la-ciguena-0116-00.jpg,,,,,,,,,,,,,,,
361,AR-MA-Bruzzone-Alzetta-Marcelo-Duende-Beat-0361-00.jpg,"Alzetta, Marcelo",Duende Beat,,Escultura. Masilla epoxi. Acrílico,Personaje tipo duende color verde con camisa amarilla a lunares rosas. Calza un solo zapato,22 cm x 13 cm x 7.5 cm,2001 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 361",-34599,-58380,"[imageOf 361, RAC Database]",Duende Beat,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alzetta-Marcelo-Duende-Beat-0361-00.jpg,,,,,,,,,,,,,,,
860,AR-MA-Bruzzone-Alzetta-Retrato-de-Jony-Burnette-0860-00.jpg,"Alzetta, Marcelo",Retrato de Jony Burnette,,Oleo sobre hardbour,"Retrato de un hombre sonriendo, peinado con jopo, camisa con volados y chaleco rojo",58 cm x 41.5 cm,2002 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 860",-34599,-58380,"[imageOf 860, RAC Database]",Retrato de Jony Burnette,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alzetta-Retrato-de-Jony-Burnette-0860-00.jpg,,,,,,,,,,,,,,,
34,AR-MA-Bruzzone-Alzetta-Telemarketer-0034-00.jpg,"Alzetta, Marcelo",Telemarketer,,Oleo sobre hardboard,"Personaje en musculosa, con la lengua afuera y un teléfono",35.5 cm x 42.5 cm,2002 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 34",-34599,-58380,"[imageOf 34, RAC Database]",Telemarketer,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Alzetta-Telemarketer-0034-00.jpg,,,,,,,,,,,,,,,
1456,AR-MA-Bruzzone-Amigo-El-angulo-del-jardin-1456-00.jpg,"Amigo, Roberto ",El ángulo del jardín,,Librillo. Impreso sobre papel,Librillo con una poesía. Fotograbado en contratapa,15 cm x 10 cm,2014 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1456",-34599,-58380,"[imageOf 1456, RAC Database]",El ángulo del jardín,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Amigo-El-angulo-del-jardin-1456-00.jpg,,,,,,,,,,,,,,,
1457,AR-MA-Bruzzone-Amigo-El-criador-de-conejos-1457-00.jpg,"Amigo, Roberto ",El criador de conejos,,Librillo. Impreso sobre papel,"Librillo con una poesía y dos reproducciones de grabados.	Medida: 16,5 x 10,5 cm2",16.5 cm x 10.5 cm,2000 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1457",-34599,-58380,"[imageOf 1457, RAC Database]",El criador de conejos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Amigo-El-criador-de-conejos-1457-00.jpg,,,,,,,,,,,,,,,
1828,AR-MA-Bruzzone-Amigo-Heras-Francisca-Cena-1828-00.jpg,"Francisca, Amigo Heras",Cena,,Mixta sobre tela y papel. Acrílico,En la tela: Comida y como un arco iris cayendo en una especie de copa. En el papel: Vino cayendo en una copa,Tela: 65 cm x 55 cm. Papel: 31 cm x 22 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1828",-34599,-58380,"[imageOf 1828, RAC Database]",Cena,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Amigo-Heras-Francisca-Cena-1828-00.jpg,,,,,,,,,,,,,,,
46,AR-MA-Bruzzone-Amoedo-Cara-con-Corazones-0046-00.jpg,"Amoedo, Amalia",Cara con Corazones,,Técnica mixta sobre tela,Cara de muñeca con tres corazones y papeles metalizados alrededor,24 cm x 30 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 46",-34599,-58380,"[imageOf 46, RAC Database]",Cara con Corazones,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Amoedo-Cara-con-Corazones-0046-00.jpg,,,,,,,,,,,,,,,
1725,AR-MA-Bruzzone-Andrade-Sainz-Eloisa-ZG-1725-00.jpg,"Andrade Sainz, Eloísa",ZG,,Dibujo sobre papel. Tinta de fibra. Dos hojas,"Relación entre la obra Zurdito de Peisino y Gustavo Bruzzone, con dibujos de cada uno y referencias",21 cm x 14.5 cm,2018 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1725",-34599,-58380,"[imageOf 1725, RAC Database]",ZG,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Andrade-Sainz-Eloisa-ZG-1725-00.jpg,,,,,,,,,,,,,,,
1470,AR-MA-Bruzzone-Andreini-bruciate-quemadas-1470-00.jpg,"Andreini, Vanna ",bruciate quemadas,,Librillo. Impreso sobre papel. Tintas de impresión,Librillo de poesías con una ilustración,11 cm x 8.7 cm,1998 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1470",-34599,-58380,"[imageOf 1470, RAC Database]",bruciate quemadas,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Andreini-bruciate-quemadas-1470-00.jpg,,,,,,,,,,,,,,,
968,AR-MA-Bruzzone-Anisio-San-Jorge-0968-00.jpg,Anisio,San Jorge,,Oleo sobre tela,"Jinete a caballo con una lanza, peleando con un dragón",27.5 cm x 39 cm (irregular),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 968",-34599,-58380,"[imageOf 968, RAC Database]",San Jorge,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anisio-San-Jorge-0968-00.jpg,,,,,,,,,,,,,,,
1466,AR-MA-Bruzzone-Anonimo-13-Billetes-de-00-Peso-1466-00.jpg,Anónimo,13 Billetes de 00 Peso,,Impreso sobre papel. Tinta de impresión,"13 billetes iguales a los de 100 pesos Argentinos pero de valor 00. En el reverso, copia del billete de 100 dólares estadounidenses",6.5 cm x 15.5 cm (each),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1466",-34599,-58380,"[imageOf 1466, RAC Database]",13 Billetes de 00 Peso,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-13-Billetes-de-00-Peso-1466-00.jpg,,,,,,,,,,,,,,,
1584,AR-MA-Bruzzone-Anonimo-Arreglo-Floral-1584-00.jpg,Anónimo,Arreglo Floral,,Mixta. Dibujo y calado. Acuarela sobre papel,Flores y hojas,31 cm x 22 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1584",-34599,-58380,"[imageOf 1584, RAC Database]",Arreglo Floral,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Arreglo-Floral-1584-00.jpg,,,,,,,,,,,,,,,
892,AR-MA-Bruzzone-Anonimo-Capsula-celeste-0892-00.jpg,Anónimo,Cápsula celeste,,Caja intervenida. Pintura sobre cartón,Una cápsula celeste con organismos de colores en su interior y fondo negro,42 cm x 34.5 cm x 12.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 892",-34599,-58380,"[imageOf 892, RAC Database]",Cápsula celeste,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Capsula-celeste-0892-00.jpg,,,,,,,,,,,,,,,
889,AR-MA-Bruzzone-Anonimo-Dos-Autos-0889-00.jpg,Anónimo,Dos autos,,Dos dibujos sobre papel,Esbozo de dos autos,9 cm x 12 cm (each),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 889",-34599,-58380,"[imageOf 889, RAC Database]",Dos autos,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Dos-Autos-0889-00.jpg,,,,,,,,,,,,,,,
1790,AR-MA-Bruzzone-Anonimo-Dos-personajes-1790-00.jpg,Anónimo,Dos personajes,,Cinta adhesiva pintada montada en cerámica,Dos personajes con las manos hacia la boca,10 cm x 10 cm; 5 cm x 5 cm (each),ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1790",-34599,-58380,"[imageOf 1790, RAC Database]",Dos personajes,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Dos-personajes-1790-00.jpg,,,,,,,,,,,,,,,
1769,AR-MA-Bruzzone-Anonimo-El-fin-esta-cerca-1769-00.jpg,Anónimo,El fin está cerca,,Stickers. Impreso sobre papel autoadhesivo. Tinta de impresión,"Tres stickers, una calavera con un cruz en la frente, un niño pelado con frase “Mal día para ser humano” y un hombre con capa y antifaz. Al reverso de cada uno la frase” El fin está cerca…”",9 cm x 15 cm,2019 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1769",-34599,-58380,"[imageOf 1769, RAC Database]",El fin está cerca,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-El-fin-esta-cerca-1769-00.jpg,,,,,,,,,,,,,,,
1949,AR-MA-Bruzzone-Anonimo-Flor-1949-00.jpg,Anónimo,Flor,,Tinta sobre papel. Birome,"Sobre un pedestal, una mano sostiene una flor",30 cm x 20.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1949",-34599,-58380,"[imageOf 1949, RAC Database]",Flor,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Flor-1949-00.jpg,,,,,,,,,,,,,,,
1336,AR-MA-Bruzzone-Anonimo-Huevo-partido-1336-00.jpg,Anónimo,Huevo partido,,Talla sobre tablero,"Un huevo partido, un fósforo con su caja y una cuchara",20 cm x 30 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1336",-34599,-58380,"[imageOf 1336, RAC Database]",Huevo partido,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Huevo-partido-1336-00.jpg,,,,,,,,,,,,,,,
1734,AR-MA-Bruzzone-Anonimo-Mancha-1734-00.jpg,Anónimo,Mancha,,Témpera sobre papel,Mancha de colores,21 cm x 29.5 cm,ca. 1995- ca. 2010 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1734",-34599,-58380,"[imageOf 1734, RAC Database]",Mancha,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Mancha-1734-00.jpg,,,,,,,,,,,,,,,
1948,AR-MA-Bruzzone-Anonimo-Neuro-Fest-1948-00.jpg,Anónimo,Neuro Fest,,Tinta sobre papel. Servilleta de papel,Flores y firuletes y la frase “Neuro Fest 2017”,22.5 cm x 19 cm,2017 (creation),"Colección Bruzzone (Buenos Aires, Argentina) Inv. 1948",-34599,-58380,"[imageOf 1948, RAC Database]",Neuro Fest,digital image,Argentina,Argentinean,Contemporary,"Private Collection (Buenos Aires, Argentina)",Colección Bruzzone,CC-BY Roberto Macchiavelli,https://museosabiertos.org/assets/,https://museosabiertos.org/assets/AR-MA-Bruzzone-Anonimo-Neuro-Fest-1948-00.jpg,,,,,,,,,,,,,,,
